StudentID,DisciplineCode,Term,AttemptNumber,DisciplineCredits,HistoricalFailureRate,FinalResult
14202,14,6,1,4,0.15,1
14203,14,6,1,4,0.15,1
14204,14,2,1,4,0.15,1
14205,14,2,1,4,0.15,1
14206,14,3,1,4,0.15,1
14207,14,8,1,4,0.15,1
14208,14,5,1,4,0.15,1
14209,14,3,1,4,0.15,0
14209,14,3,2,4,0.15,0
14209,14,3,3,4,0.15,0
14210,14,6,1,4,0.15,1
14211,14,6,1,4,0.15,0
14211,14,6,2,4,0.15,0
14211,14,6,3,4,0.15,1
14212,14,6,1,4,0.15,1
14213,14,1,1,4,0.15,1
14214,14,7,1,4,0.15,1
14215,14,6,1,4,0.15,1
14216,14,8,1,4,0.15,0
14216,14,8,2,4,0.15,1
14217,14,8,1,4,0.15,1
14218,14,2,1,4,0.15,1
14219,14,8,1,4,0.15,1
14220,14,7,1,4,0.15,1
14221,14,1,1,4,0.15,1
14222,14,7,1,4,0.15,1
14223,14,2,1,4,0.15,1
14224,14,5,1,4,0.15,1
14225,14,3,1,4,0.15,1
14226,14,8,1,4,0.15,1
14227,14,1,1,4,0.15,1
14228,14,7,1,4,0.15,1
14229,14,5,1,4,0.15,1
14230,14,4,1,4,0.15,1
14231,14,3,1,4,0.15,0
14231,14,3,2,4,0.15,1
14232,14,4,1,4,0.15,1
14233,14,5,1,4,0.15,1
14234,14,3,1,4,0.15,1
14235,14,6,1,4,0.15,1
14236,14,1,1,4,0.15,1
14237,14,8,1,4,0.15,1
14238,14,1,1,4,0.15,1
14239,14,6,1,4,0.15,1
14240,14,5,1,4,0.15,1
14241,14,5,1,4,0.15,1
14242,14,7,1,4,0.15,1
14243,14,8,1,4,0.15,1
14244,14,7,1,4,0.15,1
14245,14,3,1,4,0.15,1
14246,14,5,1,4,0.15,1
14247,14,4,1,4,0.15,1
14248,14,7,1,4,0.15,1
14249,14,8,1,4,0.15,1
14250,14,1,1,4,0.15,1
14251,14,7,1,4,0.15,0
14251,14,7,2,4,0.15,0
14251,14,7,3,4,0.15,1
14252,14,6,1,4,0.15,1
14253,14,2,1,4,0.15,1
14254,14,7,1,4,0.15,1
14255,14,1,1,4,0.15,1
14256,14,4,1,4,0.15,1
14257,14,7,1,4,0.15,0
14257,14,7,2,4,0.15,1
14258,14,8,1,4,0.15,1
14259,14,2,1,4,0.15,1
14260,14,5,1,4,0.15,1
14261,14,5,1,4,0.15,1
14262,14,6,1,4,0.15,1
14263,14,3,1,4,0.15,1
14264,14,1,1,4,0.15,1
14265,14,7,1,4,0.15,1
14266,14,4,1,4,0.15,1
14267,14,6,1,4,0.15,1
14268,14,6,1,4,0.15,1
14269,14,7,1,4,0.15,0
14269,14,7,2,4,0.15,1
14270,14,7,1,4,0.15,0
14270,14,7,2,4,0.15,0
14270,14,7,3,4,0.15,1
14271,14,8,1,4,0.15,1
14272,14,8,1,4,0.15,1
14273,14,3,1,4,0.15,1
14274,14,7,1,4,0.15,1
14275,14,1,1,4,0.15,0
14275,14,1,2,4,0.15,0
14275,14,1,3,4,0.15,1
14276,14,7,1,4,0.15,1
14277,14,1,1,4,0.15,1
14278,14,3,1,4,0.15,0
14278,14,3,2,4,0.15,0
14278,14,3,3,4,0.15,0
14279,14,8,1,4,0.15,0
14279,14,8,2,4,0.15,1
14280,14,3,1,4,0.15,1
14281,14,3,1,4,0.15,0
14281,14,3,2,4,0.15,0
14281,14,3,3,4,0.15,0
14282,14,1,1,4,0.15,1
14283,14,1,1,4,0.15,0
14283,14,1,2,4,0.15,0
14283,14,1,3,4,0.15,0
14284,14,1,1,4,0.15,1
14285,14,4,1,4,0.15,1
14286,14,3,1,4,0.15,0
14286,14,3,2,4,0.15,1
14287,14,3,1,4,0.15,1
14288,14,4,1,4,0.15,1
14289,14,8,1,4,0.15,1
14290,14,8,1,4,0.15,0
14290,14,8,2,4,0.15,1
14291,14,2,1,4,0.15,1
14292,14,5,1,4,0.15,1
14293,14,5,1,4,0.15,0
14293,14,5,2,4,0.15,0
14293,14,5,3,4,0.15,1
14294,14,5,1,4,0.15,1
14295,14,8,1,4,0.15,1
14296,14,6,1,4,0.15,1
14297,14,8,1,4,0.15,1
14298,14,1,1,4,0.15,1
14299,14,7,1,4,0.15,1
14300,14,3,1,4,0.15,1
14301,14,8,1,4,0.15,1
14302,14,1,1,4,0.15,0
14302,14,1,2,4,0.15,0
14302,14,1,3,4,0.15,0
14303,14,3,1,4,0.15,1
14304,14,8,1,4,0.15,0
14304,14,8,2,4,0.15,1
14305,14,8,1,4,0.15,1
14306,14,1,1,4,0.15,1
14307,14,8,1,4,0.15,1
14308,14,7,1,4,0.15,0
14308,14,7,2,4,0.15,0
14308,14,7,3,4,0.15,1
14309,14,3,1,4,0.15,1
14310,14,5,1,4,0.15,1
14311,14,5,1,4,0.15,0
14311,14,5,2,4,0.15,1
14312,14,4,1,4,0.15,1
14313,14,2,1,4,0.15,1
14314,14,1,1,4,0.15,1
14315,14,7,1,4,0.15,1
14316,14,4,1,4,0.15,1
14317,14,8,1,4,0.15,1
14318,14,2,1,4,0.15,0
14318,14,2,2,4,0.15,0
14318,14,2,3,4,0.15,1
14319,14,3,1,4,0.15,1
14320,14,8,1,4,0.15,1
14321,14,6,1,4,0.15,1
14322,14,3,1,4,0.15,1
14323,14,4,1,4,0.15,1
14324,14,5,1,4,0.15,1
14325,14,2,1,4,0.15,1
14326,14,1,1,4,0.15,0
14326,14,1,2,4,0.15,0
14326,14,1,3,4,0.15,0
14327,14,8,1,4,0.15,1
14328,14,4,1,4,0.15,1
14329,14,1,1,4,0.15,1
14330,14,5,1,4,0.15,1
14331,14,4,1,4,0.15,1
14332,14,7,1,4,0.15,1
14333,14,1,1,4,0.15,1
14334,14,6,1,4,0.15,1
14335,14,5,1,4,0.15,1
14336,14,2,1,4,0.15,1
14337,14,7,1,4,0.15,0
14337,14,7,2,4,0.15,0
14337,14,7,3,4,0.15,0
14338,14,2,1,4,0.15,1
14339,14,8,1,4,0.15,0
14339,14,8,2,4,0.15,0
14339,14,8,3,4,0.15,1
14340,14,2,1,4,0.15,1
14341,14,1,1,4,0.15,1
14342,14,7,1,4,0.15,1
14343,14,4,1,4,0.15,1
14344,14,8,1,4,0.15,1
14345,14,2,1,4,0.15,0
14345,14,2,2,4,0.15,1
14346,14,1,1,4,0.15,0
14346,14,1,2,4,0.15,0
14346,14,1,3,4,0.15,1
14347,14,8,1,4,0.15,1
14348,14,5,1,4,0.15,1
14349,14,8,1,4,0.15,0
14349,14,8,2,4,0.15,1
14350,14,2,1,4,0.15,0
14350,14,2,2,4,0.15,0
14350,14,2,3,4,0.15,1
14351,14,7,1,4,0.15,1
14352,14,5,1,4,0.15,1
14353,14,3,1,4,0.15,1
14354,14,2,1,4,0.15,0
14354,14,2,2,4,0.15,0
14354,14,2,3,4,0.15,1
14355,14,5,1,4,0.15,1
14356,14,6,1,4,0.15,1
14357,14,7,1,4,0.15,1
14358,14,4,1,4,0.15,1
14359,14,1,1,4,0.15,1
14360,14,7,1,4,0.15,0
14360,14,7,2,4,0.15,0
14360,14,7,3,4,0.15,0
14361,14,5,1,4,0.15,1
14362,14,6,1,4,0.15,0
14362,14,6,2,4,0.15,0
14362,14,6,3,4,0.15,0
14363,14,3,1,4,0.15,1
14364,14,2,1,4,0.15,1
14365,14,5,1,4,0.15,1
14366,14,4,1,4,0.15,1
14367,14,1,1,4,0.15,1
14368,14,7,1,4,0.15,1
14369,14,4,1,4,0.15,1
14370,14,2,1,4,0.15,1
14371,14,5,1,4,0.15,1
14372,14,2,1,4,0.15,1
14373,14,5,1,4,0.15,1
14374,14,2,1,4,0.15,0
14374,14,2,2,4,0.15,0
14374,14,2,3,4,0.15,1
14375,14,5,1,4,0.15,1
14376,14,4,1,4,0.15,1
14377,14,1,1,4,0.15,1
14378,14,5,1,4,0.15,1
14379,14,1,1,4,0.15,1
14380,14,2,1,4,0.15,1
14381,14,2,1,4,0.15,1
14382,14,3,1,4,0.15,1
14383,14,6,1,4,0.15,1
14384,14,1,1,4,0.15,1
14385,14,4,1,4,0.15,1
14386,14,6,1,4,0.15,1
14387,14,8,1,4,0.15,1
14388,14,6,1,4,0.15,1
14389,14,2,1,4,0.15,1
14390,14,8,1,4,0.15,1
14391,14,7,1,4,0.15,1
14392,14,4,1,4,0.15,1
14393,14,7,1,4,0.15,0
14393,14,7,2,4,0.15,0
14393,14,7,3,4,0.15,0
14394,14,3,1,4,0.15,0
14394,14,3,2,4,0.15,0
14394,14,3,3,4,0.15,1
14395,14,7,1,4,0.15,1
14396,14,4,1,4,0.15,1
14397,14,1,1,4,0.15,1
14398,14,3,1,4,0.15,1
14399,14,7,1,4,0.15,1
14400,14,4,1,4,0.15,1
14401,14,2,1,4,0.15,1
14402,14,6,1,4,0.15,0
14402,14,6,2,4,0.15,0
14402,14,6,3,4,0.15,0
14403,14,3,1,4,0.15,1
14404,14,6,1,4,0.15,1
14405,14,2,1,4,0.15,1
14406,14,3,1,4,0.15,1
14407,14,6,1,4,0.15,1
14408,14,4,1,4,0.15,0
14408,14,4,2,4,0.15,0
14408,14,4,3,4,0.15,1
14409,14,6,1,4,0.15,1
14410,14,7,1,4,0.15,1
14411,14,8,1,4,0.15,1
14412,14,7,1,4,0.15,1
14413,14,8,1,4,0.15,1
14414,14,4,1,4,0.15,1
14415,14,5,1,4,0.15,1
14416,14,8,1,4,0.15,1
14417,14,2,1,4,0.15,1
14418,14,2,1,4,0.15,1
14419,14,6,1,4,0.15,1
14420,14,6,1,4,0.15,1
14421,14,6,1,4,0.15,1
14422,14,2,1,4,0.15,1
14423,14,4,1,4,0.15,1
14424,14,7,1,4,0.15,0
14424,14,7,2,4,0.15,1
14425,14,5,1,4,0.15,1
14426,14,5,1,4,0.15,0
14426,14,5,2,4,0.15,0
14426,14,5,3,4,0.15,0
14427,14,2,1,4,0.15,1
14428,14,8,1,4,0.15,1
14429,14,6,1,4,0.15,1
14430,14,7,1,4,0.15,1
14431,14,3,1,4,0.15,1
14432,14,8,1,4,0.15,0
14432,14,8,2,4,0.15,0
14432,14,8,3,4,0.15,1
14433,14,7,1,4,0.15,1
14434,14,1,1,4,0.15,1
14435,14,6,1,4,0.15,1
14436,14,8,1,4,0.15,1
14437,14,4,1,4,0.15,1
14438,14,1,1,4,0.15,1
14439,14,8,1,4,0.15,1
14440,14,6,1,4,0.15,1
14441,14,8,1,4,0.15,1
14442,14,4,1,4,0.15,1
14443,14,8,1,4,0.15,1
14444,14,2,1,4,0.15,1
14445,14,2,1,4,0.15,1
14446,14,7,1,4,0.15,1
14447,14,5,1,4,0.15,1
14448,14,6,1,4,0.15,1
14449,14,7,1,4,0.15,1
14450,14,1,1,4,0.15,1
14451,14,6,1,4,0.15,0
14451,14,6,2,4,0.15,0
14451,14,6,3,4,0.15,0
14452,14,2,1,4,0.15,1
14453,14,3,1,4,0.15,1
14454,14,7,1,4,0.15,1
14455,14,3,1,4,0.15,1
14456,14,5,1,4,0.15,0
14456,14,5,2,4,0.15,0
14456,14,5,3,4,0.15,0
14457,14,3,1,4,0.15,1
14458,14,1,1,4,0.15,1
14459,14,4,1,4,0.15,1
14460,14,6,1,4,0.15,1
14461,14,8,1,4,0.15,1
14462,14,4,1,4,0.15,1
14463,14,4,1,4,0.15,1
14464,14,6,1,4,0.15,1
14465,14,7,1,4,0.15,1
14466,14,1,1,4,0.15,1
14467,14,3,1,4,0.15,0
14467,14,3,2,4,0.15,0
14467,14,3,3,4,0.15,0
14468,14,8,1,4,0.15,1
14469,14,2,1,4,0.15,1
14470,14,4,1,4,0.15,1
14471,14,5,1,4,0.15,1
14472,14,8,1,4,0.15,1
14473,14,7,1,4,0.15,1
14474,14,1,1,4,0.15,1
14475,14,5,1,4,0.15,1
14476,14,7,1,4,0.15,1
14477,14,8,1,4,0.15,1
14478,14,3,1,4,0.15,1
14479,14,8,1,4,0.15,1
14480,14,4,1,4,0.15,1
14481,14,5,1,4,0.15,1
14482,14,5,1,4,0.15,1
14483,14,6,1,4,0.15,1
14484,14,8,1,4,0.15,1
14485,14,4,1,4,0.15,1
14486,14,5,1,4,0.15,1
14487,14,4,1,4,0.15,1
14488,14,8,1,4,0.15,1
14489,14,3,1,4,0.15,1
14490,14,8,1,4,0.15,1
14491,14,8,1,4,0.15,1
14492,14,2,1,4,0.15,1
14493,14,6,1,4,0.15,1
14494,14,3,1,4,0.15,1
14495,14,2,1,4,0.15,1
14496,14,7,1,4,0.15,1
14497,14,3,1,4,0.15,1
14498,14,5,1,4,0.15,0
14498,14,5,2,4,0.15,1
14499,14,5,1,4,0.15,1
14500,14,4,1,4,0.15,1
14501,15,1,1,4,0.25,1
14502,15,2,1,4,0.25,0
14502,15,2,2,4,0.25,0
14502,15,2,3,4,0.25,0
14503,15,2,1,4,0.25,1
14504,15,2,1,4,0.25,1
14505,15,8,1,4,0.25,1
14506,15,7,1,4,0.25,1
14507,15,4,1,4,0.25,1
14508,15,8,1,4,0.25,1
14509,15,7,1,4,0.25,0
14509,15,7,2,4,0.25,0
14509,15,7,3,4,0.25,1
14510,15,1,1,4,0.25,1
14511,15,3,1,4,0.25,1
14512,15,8,1,4,0.25,1
14513,15,2,1,4,0.25,0
14513,15,2,2,4,0.25,0
14513,15,2,3,4,0.25,1
14514,15,5,1,4,0.25,1
14515,15,6,1,4,0.25,1
14516,15,1,1,4,0.25,1
14517,15,4,1,4,0.25,1
14518,15,8,1,4,0.25,1
14519,15,1,1,4,0.25,0
14519,15,1,2,4,0.25,1
14520,15,7,1,4,0.25,1
14521,15,3,1,4,0.25,1
14522,15,4,1,4,0.25,1
14523,15,3,1,4,0.25,1
14524,15,3,1,4,0.25,1
14525,15,4,1,4,0.25,1
14526,15,6,1,4,0.25,1
14527,15,3,1,4,0.25,1
14528,15,3,1,4,0.25,1
14529,15,4,1,4,0.25,1
14530,15,3,1,4,0.25,1
14531,15,6,1,4,0.25,1
14532,15,2,1,4,0.25,0
14532,15,2,2,4,0.25,1
14533,15,1,1,4,0.25,1
14534,15,3,1,4,0.25,1
14535,15,7,1,4,0.25,1
14536,15,1,1,4,0.25,0
14536,15,1,2,4,0.25,0
14536,15,1,3,4,0.25,0
14537,15,4,1,4,0.25,1
14538,15,1,1,4,0.25,1
14539,15,4,1,4,0.25,1
14540,15,5,1,4,0.25,1
14541,15,8,1,4,0.25,0
14541,15,8,2,4,0.25,0
14541,15,8,3,4,0.25,0
14542,15,7,1,4,0.25,1
14543,15,8,1,4,0.25,1
14544,15,4,1,4,0.25,1
14545,15,7,1,4,0.25,1
14546,15,8,1,4,0.25,0
14546,15,8,2,4,0.25,1
14547,15,1,1,4,0.25,1
14548,15,8,1,4,0.25,0
14548,15,8,2,4,0.25,0
14548,15,8,3,4,0.25,0
14549,15,1,1,4,0.25,0
14549,15,1,2,4,0.25,0
14549,15,1,3,4,0.25,0
14550,15,2,1,4,0.25,1
14551,15,6,1,4,0.25,1
14552,15,2,1,4,0.25,1
14553,15,7,1,4,0.25,1
14554,15,7,1,4,0.25,1
14555,15,4,1,4,0.25,1
14556,15,4,1,4,0.25,1
14557,15,4,1,4,0.25,0
14557,15,4,2,4,0.25,0
14557,15,4,3,4,0.25,0
14558,15,5,1,4,0.25,1
14559,15,2,1,4,0.25,1
14560,15,2,1,4,0.25,0
14560,15,2,2,4,0.25,0
14560,15,2,3,4,0.25,0
14561,15,4,1,4,0.25,0
14561,15,4,2,4,0.25,0
14561,15,4,3,4,0.25,0
14562,15,4,1,4,0.25,1
14563,15,6,1,4,0.25,1
14564,15,5,1,4,0.25,1
14565,15,5,1,4,0.25,0
14565,15,5,2,4,0.25,1
14566,15,1,1,4,0.25,1
14567,15,8,1,4,0.25,0
14567,15,8,2,4,0.25,0
14567,15,8,3,4,0.25,0
14568,15,3,1,4,0.25,1
14569,15,6,1,4,0.25,0
14569,15,6,2,4,0.25,0
14569,15,6,3,4,0.25,1
14570,15,2,1,4,0.25,1
14571,15,6,1,4,0.25,1
14572,15,7,1,4,0.25,1
14573,15,2,1,4,0.25,1
14574,15,1,1,4,0.25,1
14575,15,6,1,4,0.25,1
14576,15,1,1,4,0.25,1
14577,15,6,1,4,0.25,1
14578,15,8,1,4,0.25,1
14579,15,2,1,4,0.25,1
14580,15,7,1,4,0.25,1
14581,15,2,1,4,0.25,1
14582,15,2,1,4,0.25,1
14583,15,2,1,4,0.25,0
14583,15,2,2,4,0.25,1
14584,15,5,1,4,0.25,1
14585,15,7,1,4,0.25,0
14585,15,7,2,4,0.25,0
14585,15,7,3,4,0.25,0
14586,15,2,1,4,0.25,1
14587,15,2,1,4,0.25,1
14588,15,3,1,4,0.25,1
14589,15,2,1,4,0.25,1
14590,15,7,1,4,0.25,1
14591,15,1,1,4,0.25,1
14592,15,2,1,4,0.25,1
14593,15,2,1,4,0.25,1
14594,15,6,1,4,0.25,1
14595,15,7,1,4,0.25,1
14596,15,1,1,4,0.25,1
14597,15,1,1,4,0.25,0
14597,15,1,2,4,0.25,1
14598,15,3,1,4,0.25,1
14599,15,5,1,4,0.25,0
14599,15,5,2,4,0.25,0
14599,15,5,3,4,0.25,0
14600,15,7,1,4,0.25,1
14601,15,8,1,4,0.25,1
14602,15,7,1,4,0.25,1
14603,15,2,1,4,0.25,0
14603,15,2,2,4,0.25,0
14603,15,2,3,4,0.25,0
14604,15,6,1,4,0.25,1
14605,15,1,1,4,0.25,0
14605,15,1,2,4,0.25,0
14605,15,1,3,4,0.25,1
14606,15,3,1,4,0.25,0
14606,15,3,2,4,0.25,0
14606,15,3,3,4,0.25,0
14607,15,3,1,4,0.25,0
14607,15,3,2,4,0.25,0
14607,15,3,3,4,0.25,0
14608,15,6,1,4,0.25,0
14608,15,6,2,4,0.25,1
14609,15,3,1,4,0.25,1
14610,15,4,1,4,0.25,1
14611,15,7,1,4,0.25,1
14612,15,1,1,4,0.25,0
14612,15,1,2,4,0.25,1
14613,15,7,1,4,0.25,1
14614,15,5,1,4,0.25,1
14615,15,1,1,4,0.25,1
14616,15,8,1,4,0.25,0
14616,15,8,2,4,0.25,0
14616,15,8,3,4,0.25,0
14617,15,3,1,4,0.25,1
14618,15,5,1,4,0.25,1
14619,15,6,1,4,0.25,1
14620,15,7,1,4,0.25,1
14621,15,8,1,4,0.25,0
14621,15,8,2,4,0.25,0
14621,15,8,3,4,0.25,0
14622,15,4,1,4,0.25,0
14622,15,4,2,4,0.25,0
14622,15,4,3,4,0.25,0
14623,15,2,1,4,0.25,1
14624,15,3,1,4,0.25,0
14624,15,3,2,4,0.25,0
14624,15,3,3,4,0.25,0
14625,15,5,1,4,0.25,1
14626,15,4,1,4,0.25,1
14627,15,8,1,4,0.25,1
14628,15,1,1,4,0.25,1
14629,15,3,1,4,0.25,0
14629,15,3,2,4,0.25,1
14630,15,1,1,4,0.25,1
14631,15,3,1,4,0.25,0
14631,15,3,2,4,0.25,1
14632,15,6,1,4,0.25,1
14633,15,8,1,4,0.25,1
14634,15,4,1,4,0.25,1
14635,15,5,1,4,0.25,1
14636,15,1,1,4,0.25,0
14636,15,1,2,4,0.25,0
14636,15,1,3,4,0.25,0
14637,15,5,1,4,0.25,1
14638,15,5,1,4,0.25,1
14639,15,8,1,4,0.25,1
14640,15,1,1,4,0.25,1
14641,15,3,1,4,0.25,1
14642,15,2,1,4,0.25,1
14643,15,8,1,4,0.25,1
14644,15,3,1,4,0.25,1
14645,15,4,1,4,0.25,1
14646,15,5,1,4,0.25,0
14646,15,5,2,4,0.25,0
14646,15,5,3,4,0.25,0
14647,15,5,1,4,0.25,1
14648,15,7,1,4,0.25,1
14649,15,8,1,4,0.25,1
14650,15,5,1,4,0.25,1
14651,15,2,1,4,0.25,1
14652,15,7,1,4,0.25,0
14652,15,7,2,4,0.25,0
14652,15,7,3,4,0.25,1
14653,15,8,1,4,0.25,1
14654,15,7,1,4,0.25,1
14655,15,1,1,4,0.25,1
14656,15,8,1,4,0.25,0
14656,15,8,2,4,0.25,0
14656,15,8,3,4,0.25,1
14657,15,4,1,4,0.25,1
14658,15,2,1,4,0.25,1
14659,15,3,1,4,0.25,1
14660,15,5,1,4,0.25,1
14661,15,4,1,4,0.25,1
14662,15,4,1,4,0.25,1
14663,15,3,1,4,0.25,0
14663,15,3,2,4,0.25,0
14663,15,3,3,4,0.25,0
14664,15,7,1,4,0.25,1
14665,15,6,1,4,0.25,0
14665,15,6,2,4,0.25,0
14665,15,6,3,4,0.25,0
14666,15,3,1,4,0.25,1
14667,15,6,1,4,0.25,1
14668,15,1,1,4,0.25,1
14669,15,1,1,4,0.25,1
14670,15,5,1,4,0.25,0
14670,15,5,2,4,0.25,0
14670,15,5,3,4,0.25,1
14671,15,1,1,4,0.25,1
14672,15,8,1,4,0.25,1
14673,15,5,1,4,0.25,0
14673,15,5,2,4,0.25,0
14673,15,5,3,4,0.25,1
14674,15,4,1,4,0.25,0
14674,15,4,2,4,0.25,0
14674,15,4,3,4,0.25,0
14675,15,7,1,4,0.25,1
14676,15,2,1,4,0.25,0
14676,15,2,2,4,0.25,0
14676,15,2,3,4,0.25,1
14677,15,2,1,4,0.25,0
14677,15,2,2,4,0.25,0
14677,15,2,3,4,0.25,1
14678,15,5,1,4,0.25,1
14679,15,7,1,4,0.25,1
14680,15,4,1,4,0.25,1
14681,15,3,1,4,0.25,1
14682,15,5,1,4,0.25,0
14682,15,5,2,4,0.25,0
14682,15,5,3,4,0.25,0
14683,15,8,1,4,0.25,0
14683,15,8,2,4,0.25,1
14684,15,8,1,4,0.25,1
14685,15,3,1,4,0.25,1
14686,15,7,1,4,0.25,1
14687,15,2,1,4,0.25,1
14688,15,8,1,4,0.25,0
14688,15,8,2,4,0.25,0
14688,15,8,3,4,0.25,1
14689,15,8,1,4,0.25,1
14690,15,5,1,4,0.25,1
14691,15,3,1,4,0.25,1
14692,15,8,1,4,0.25,1
14693,15,8,1,4,0.25,1
14694,15,7,1,4,0.25,0
14694,15,7,2,4,0.25,1
14695,15,1,1,4,0.25,1
14696,15,8,1,4,0.25,1
14697,15,7,1,4,0.25,1
14698,15,4,1,4,0.25,1
14699,15,3,1,4,0.25,1
14700,15,4,1,4,0.25,1
14701,15,5,1,4,0.25,0
14701,15,5,2,4,0.25,0
14701,15,5,3,4,0.25,1
14702,15,2,1,4,0.25,1
14703,15,3,1,4,0.25,1
14704,15,8,1,4,0.25,0
14704,15,8,2,4,0.25,0
14704,15,8,3,4,0.25,0
14705,15,1,1,4,0.25,1
14706,15,4,1,4,0.25,1
14707,15,2,1,4,0.25,1
14708,15,3,1,4,0.25,1
14709,15,5,1,4,0.25,1
14710,15,2,1,4,0.25,1
14711,15,4,1,4,0.25,1
14712,15,6,1,4,0.25,1
14713,15,3,1,4,0.25,0
14713,15,3,2,4,0.25,0
14713,15,3,3,4,0.25,1
14714,15,7,1,4,0.25,1
14715,15,2,1,4,0.25,1
14716,15,1,1,4,0.25,1
14717,15,2,1,4,0.25,0
14717,15,2,2,4,0.25,0
14717,15,2,3,4,0.25,1
14718,15,4,1,4,0.25,0
14718,15,4,2,4,0.25,0
14718,15,4,3,4,0.25,0
14719,15,5,1,4,0.25,1
14720,15,5,1,4,0.25,1
14721,15,7,1,4,0.25,1
14722,15,8,1,4,0.25,0
14722,15,8,2,4,0.25,1
14723,15,3,1,4,0.25,1
14724,15,3,1,4,0.25,1
14725,15,4,1,4,0.25,0
14725,15,4,2,4,0.25,0
14725,15,4,3,4,0.25,0
14726,15,7,1,4,0.25,1
14727,15,8,1,4,0.25,1
14728,15,5,1,4,0.25,1
14729,15,2,1,4,0.25,0
14729,15,2,2,4,0.25,0
14729,15,2,3,4,0.25,0
14730,15,7,1,4,0.25,1
14731,15,1,1,4,0.25,1
14732,15,2,1,4,0.25,1
14733,15,6,1,4,0.25,1
14734,15,3,1,4,0.25,1
14735,15,4,1,4,0.25,1
14736,15,7,1,4,0.25,1
14737,15,1,1,4,0.25,1
14738,15,2,1,4,0.25,1
14739,15,1,1,4,0.25,1
14740,15,7,1,4,0.25,0
14740,15,7,2,4,0.25,0
14740,15,7,3,4,0.25,1
14741,15,1,1,4,0.25,1
14742,15,4,1,4,0.25,1
14743,15,1,1,4,0.25,1
14744,15,7,1,4,0.25,1
14745,15,7,1,4,0.25,0
14745,15,7,2,4,0.25,1
14746,15,6,1,4,0.25,1
14747,15,6,1,4,0.25,1
14748,15,6,1,4,0.25,0
14748,15,6,2,4,0.25,1
14749,15,8,1,4,0.25,0
14749,15,8,2,4,0.25,0
14749,15,8,3,4,0.25,0
14750,15,6,1,4,0.25,0
14750,15,6,2,4,0.25,0
14750,15,6,3,4,0.25,0
14751,15,4,1,4,0.25,0
14751,15,4,2,4,0.25,0
14751,15,4,3,4,0.25,1
14752,15,3,1,4,0.25,0
14752,15,3,2,4,0.25,1
14753,15,3,1,4,0.25,1
14754,15,4,1,4,0.25,1
14755,15,6,1,4,0.25,1
14756,15,6,1,4,0.25,1
14757,15,6,1,4,0.25,1
14758,15,1,1,4,0.25,0
14758,15,1,2,4,0.25,1
14759,15,1,1,4,0.25,1
14760,15,6,1,4,0.25,1
14761,15,3,1,4,0.25,1
14762,15,2,1,4,0.25,1
14763,15,1,1,4,0.25,0
14763,15,1,2,4,0.25,0
14763,15,1,3,4,0.25,0
14764,15,2,1,4,0.25,0
14764,15,2,2,4,0.25,0
14764,15,2,3,4,0.25,1
14765,15,3,1,4,0.25,0
14765,15,3,2,4,0.25,0
14765,15,3,3,4,0.25,1
14766,15,1,1,4,0.25,1
14767,15,2,1,4,0.25,1
14768,15,2,1,4,0.25,1
14769,15,2,1,4,0.25,1
14770,15,7,1,4,0.25,1
14771,15,3,1,4,0.25,1
14772,15,5,1,4,0.25,1
14773,15,6,1,4,0.25,0
14773,15,6,2,4,0.25,0
14773,15,6,3,4,0.25,1
14774,15,5,1,4,0.25,0
14774,15,5,2,4,0.25,0
14774,15,5,3,4,0.25,0
14775,15,8,1,4,0.25,1
14776,15,3,1,4,0.25,0
14776,15,3,2,4,0.25,1
14777,15,4,1,4,0.25,1
14778,15,3,1,4,0.25,1
14779,15,1,1,4,0.25,1
14780,15,5,1,4,0.25,0
14780,15,5,2,4,0.25,0
14780,15,5,3,4,0.25,1
14781,15,7,1,4,0.25,1
14782,15,5,1,4,0.25,0
14782,15,5,2,4,0.25,0
14782,15,5,3,4,0.25,1
14783,15,7,1,4,0.25,1
14784,15,2,1,4,0.25,1
14785,15,2,1,4,0.25,1
14786,15,3,1,4,0.25,1
14787,15,3,1,4,0.25,1
14788,15,6,1,4,0.25,1
14789,15,7,1,4,0.25,1
14790,15,1,1,4,0.25,1
14791,15,1,1,4,0.25,1
14792,15,2,1,4,0.25,1
14793,15,6,1,4,0.25,1
14794,15,1,1,4,0.25,1
14795,15,1,1,4,0.25,1
14796,15,6,1,4,0.25,1
14797,15,4,1,4,0.25,1
14798,15,2,1,4,0.25,1
14799,15,3,1,4,0.25,1
14800,15,7,1,4,0.25,1
14801,16,2,1,4,0.1,0
14801,16,2,2,4,0.1,0
14801,16,2,3,4,0.1,1
14802,16,8,1,4,0.1,1
14803,16,4,1,4,0.1,1
14804,16,2,1,4,0.1,1
14805,16,5,1,4,0.1,1
14806,16,7,1,4,0.1,1
14807,16,6,1,4,0.1,1
14808,16,7,1,4,0.1,1
14809,16,4,1,4,0.1,1
14810,16,1,1,4,0.1,1
14811,16,4,1,4,0.1,1
14812,16,2,1,4,0.1,1
14813,16,5,1,4,0.1,1
14814,16,4,1,4,0.1,1
14815,16,7,1,4,0.1,1
14816,16,2,1,4,0.1,1
14817,16,4,1,4,0.1,1
14818,16,1,1,4,0.1,1
14819,16,5,1,4,0.1,1
14820,16,5,1,4,0.1,1
14821,16,7,1,4,0.1,1
14822,16,5,1,4,0.1,1
